Flight;Turn;Aircraft;Frequency;Passengers (332450);;FREQUÊNCIA DO AVIÃO E190-E2;;VOOS DE IDA E190-E2;;E190-E2;SBCF;50
SBGOSBGR;QUI1;A319Neo;0;0;;;;;;;;
SBGOSBGR;QUI1;B737-M7;0;0;;;;;;;;
SBGOSBGR;QUI1;ATR-72;1;41;;;;;;;;
SBGOSBGR;QUI2;E190-E2;1;36;;;;;;;;
SBGOSBGR;QUI2;E195-E2;0;0;;;;;;;;
SBGOSBGR;QUI2;A220-100;0;0;;;;;;;;
SBGOSBGR;QUI2;A220-300;0;0;;;;;;;;
SBGOSBGR;QUI2;A319Neo;0;0;;;;;;;;
SBGOSBGR;QUI2;B737-M7;0;0;;;;;;;;
SBGOSBGR;QUI2;ATR-72;0;0;;;;;;;;
SBGOSBGR;QUI3;E190-E2;0;0;;;;;;;;
SBGOSBGR;QUI3;E195-E2;1;11;;;;;;;;
SBGOSBGR;QUI3;A220-100;0;0;;;;;;;;
SBGOSBGR;QUI3;A220-300;0;0;;;;;;;;
SBGOSBGR;QUI3;A319Neo;0;0;;;;;;;;
SBGOSBGR;QUI3;B737-M7;1;122;;;;;;;;
SBGOSBGR;QUI3;ATR-72;0;0;;;;;;;;
SBGOSBGR;QUI4;E190-E2;0;0;;;;;;;;
SBGOSBGR;QUI4;E195-E2;0;0;;;;;;;;
SBGOSBGR;QUI4;A220-100;0;0;;;;;;;;
SBGOSBGR;QUI4;A220-300;0;0;;;;;;;;
SBGOSBGR;QUI4;A319Neo;0;0;;;;;;;;
SBGOSBGR;QUI4;B737-M7;0;0;;;;;;;;
SBGOSBGR;QUI4;ATR-72;0;0;;;;;;;;
SBGOSBGR;SEX1;E190-E2;1;41;;;;;;;;
SBGOSBGR;SEX1;E195-E2;0;0;;;;;;;;
SBGOSBGR;SEX1;A220-100;0;0;;;;;;;;
SBGOSBGR;SEX1;A220-300;0;0;;;;;;;;
SBGOSBGR;SEX1;A319Neo;1;22;;;;;;;;
SBGOSBGR;SEX1;B737-M7;0;0;;;;;;;;
SBGOSBGR;SEX1;ATR-72;1;43;;;;;;;;
SBGOSBGR;SEX2;E190-E2;0;0;;;;;;;;
SBGOSBGR;SEX2;E195-E2;0;0;;;;;;;;
SBGOSBGR;SEX2;A220-100;1;15;;;;;;;;
SBGOSBGR;SEX2;A220-300;0;0;;;;;;;;
SBGOSBGR;SEX2;A319Neo;1;49;;;;;;;;
SBGOSBGR;SEX2;B737-M7;1;11;;;;;;;;
SBGOSBGR;SEX2;ATR-72;1;19;;;;;;;;
SBGOSBGR;SEX3;E190-E2;1;32;;;;;;;;
SBGOSBGR;SEX3;E195-E2;1;43;;;;;;;;
SBGOSBGR;SEX3;A220-100;1;38;;;;;;;;
SBGOSBGR;SEX3;A220-300;0;0;;;;;;;;
SBGOSBGR;SEX3;A319Neo;1;43;;;;;;;;
SBGOSBGR;SEX3;B737-M7;1;24;;;;;;;;
SBGOSBGR;SEX3;ATR-72;0;0;;;;;;;;
SBGOSBGR;SEX4;E190-E2;0;0;;;;;;;;
SBGOSBGR;SEX4;E195-E2;0;0;;;;;;;;
SBGOSBGR;SEX4;A220-100;0;0;;;;;;;;
SBGOSBGR;SEX4;A220-300;0;0;;;;;;;;
SBGOSBGR;SEX4;A319Neo;0;0;;;;;;;;
SBGOSBGR;SEX4;B737-M7;0;0;;;;;;;;
SBGOSBGR;SEX4;ATR-72;0;0;;;;;;;;
SBGOSBGR;SAB1;E190-E2;0;0;;;;;;;;
SBGOSBGR;SAB1;E195-E2;1;2;;;;;;;;
SBGOSBGR;SAB1;A220-100;0;0;;;;;;;;
SBGOSBGR;SAB1;A220-300;0;0;;;;;;;;
SBGOSBGR;SAB1;A319Neo;1;4;;;;;;;;
SBGOSBGR;SAB1;B737-M7;0;0;;;;;;;;
SBGOSBGR;SAB1;ATR-72;0;0;;;;;;;;
SBGOSBGR;SAB2;E190-E2;0;0;;;;;;;;
SBGOSBGR;SAB2;E195-E2;1;122;;;;;;;;
SBGOSBGR;SAB2;A220-100;1;13;;;;;;;;
SBGOSBGR;SAB2;A220-300;0;0;;;;;;;;
SBGOSBGR;SAB2;A319Neo;0;0;;;;;;;;
SBGOSBGR;SAB2;B737-M7;1;23;;;;;;;;
SBGOSBGR;SAB2;ATR-72;1;5;;;;;;;;
SBGOSBGR;SAB3;E190-E2;1;37;;;;;;;;
SBGOSBGR;SAB3;E195-E2;0;0;;;;;;;;
SBGOSBGR;SAB3;A220-100;1;14;;;;;;;;
SBGOSBGR;SAB3;A220-300;0;0;;;;;;;;
SBGOSBGR;SAB3;A319Neo;0;0;;;;;;;;
SBGOSBGR;SAB3;B737-M7;1;19;;;;;;;;
SBGOSBGR;SAB3;ATR-72;0;0;;;;;;;;
SBGOSBGR;SAB4;E190-E2;0;0;;;;;;;;
SBGOSBGR;SAB4;E195-E2;0;0;;;;;;;;
SBGOSBGR;SAB4;A220-100;0;0;;;;;;;;
SBGOSBGR;SAB4;A220-300;0;0;;;;;;;;
SBGOSBGR;SAB4;A319Neo;0;0;;;;;;;;
SBGOSBGR;SAB4;B737-M7;0;0;;;;;;;;
SBGOSBGR;SAB4;ATR-72;0;0;;;;;;;;
SBGOSBGR;DOM1;E190-E2;1;26;;;;;;;;
SBGOSBGR;DOM1;E195-E2;0;0;;;;;;;;
SBGOSBGR;DOM1;A220-100;0;0;;;;;;;;
SBGOSBGR;DOM1;A220-300;0;0;;;;;;;;
SBGOSBGR;DOM1;A319Neo;1;35;;;;;;;;
SBGOSBGR;DOM1;B737-M7;0;0;;;;;;;;
SBGOSBGR;DOM1;ATR-72;1;13;;;;;;;;
SBGOSBGR;DOM2;E190-E2;0;0;;;;;;;;
SBGOSBGR;DOM2;E195-E2;0;0;;;;;;;;
SBGOSBGR;DOM2;A220-100;0;0;;;;;;;;
SBGOSBGR;DOM2;A220-300;0;0;;;;;;;;
SBGOSBGR;DOM2;A319Neo;0;0;;;;;;;;
SBGOSBGR;DOM2;B737-M7;1;22;;;;;;;;
SBGOSBGR;DOM2;ATR-72;1;83;;;;;;;;
SBGOSBGR;DOM3;E190-E2;0;0;;;;;;;;
SBGOSBGR;DOM3;E195-E2;1;15;;;;;;;;
SBGOSBGR;DOM3;A220-100;0;0;;;;;;;;
SBGOSBGR;DOM3;A220-300;0;0;;;;;;;;
SBGOSBGR;DOM3;A319Neo;0;0;;;;;;;;
SBGOSBGR;DOM3;B737-M7;1;17;;;;;;;;
SBGOSBGR;DOM3;ATR-72;1;6;;;;;;;;
SBGOSBGR;DOM4;E190-E2;0;0;;;;;;;;
SBGOSBGR;DOM4;E195-E2;0;0;;;;;;;;
SBGOSBGR;DOM4;A220-100;0;0;;;;;;;;
SBGOSBGR;DOM4;A220-300;0;0;;;;;;;;
SBGOSBGR;DOM4;A319Neo;0;0;;;;;;;;
SBGOSBGR;DOM4;B737-M7;0;0;;;;;;;;
SBGOSBGR;DOM4;ATR-72;0;0;;;;;;;;
SBGOSBKP;SEG1;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEG1;E195-E2;1;92;;;;;;;;
SBGOSBKP;SEG1;A220-100;1;12;;;;;;;;
SBGOSBKP;SEG1;A220-300;0;0;;;;;;;;
SBGOSBKP;SEG1;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEG1;B737-M7;1;75;;;;;;;;
SBGOSBKP;SEG1;ATR-72;1;49;;;;;;;;
SBGOSBKP;SEG2;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEG2;E195-E2;0;0;;;;;;;;
SBGOSBKP;SEG2;A220-100;0;0;;;;;;;;
SBGOSBKP;SEG2;A220-300;0;0;;;;;;;;
SBGOSBKP;SEG2;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEG2;B737-M7;0;0;;;;;;;;
SBGOSBKP;SEG2;ATR-72;0;0;;;;;;;;
SBGOSBKP;SEG3;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEG3;E195-E2;0;0;;;;;;;;
SBGOSBKP;SEG3;A220-100;0;0;;;;;;;;
SBGOSBKP;SEG3;A220-300;0;0;;;;;;;;
SBGOSBKP;SEG3;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEG3;B737-M7;0;0;;;;;;;;
SBGOSBKP;SEG3;ATR-72;0;0;;;;;;;;
SBGOSBKP;SEG4;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEG4;E195-E2;0;0;;;;;;;;
SBGOSBKP;SEG4;A220-100;0;0;;;;;;;;
SBGOSBKP;SEG4;A220-300;0;0;;;;;;;;
SBGOSBKP;SEG4;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEG4;B737-M7;0;0;;;;;;;;
SBGOSBKP;SEG4;ATR-72;0;0;;;;;;;;
SBGOSBKP;TER1;E190-E2;0;0;;;;;;;;
SBGOSBKP;TER1;E195-E2;1;125;;;;;;;;
SBGOSBKP;TER1;A220-100;1;8;;;;;;;;
SBGOSBKP;TER1;A220-300;0;0;;;;;;;;
SBGOSBKP;TER1;A319Neo;0;0;;;;;;;;
SBGOSBKP;TER1;B737-M7;1;122;;;;;;;;
SBGOSBKP;TER1;ATR-72;0;0;;;;;;;;
SBGOSBKP;TER2;E190-E2;0;0;;;;;;;;
SBGOSBKP;TER2;E195-E2;0;0;;;;;;;;
SBGOSBKP;TER2;A220-100;0;0;;;;;;;;
SBGOSBKP;TER2;A220-300;0;0;;;;;;;;
SBGOSBKP;TER2;A319Neo;0;0;;;;;;;;
SBGOSBKP;TER2;B737-M7;0;0;;;;;;;;
SBGOSBKP;TER2;ATR-72;0;0;;;;;;;;
SBGOSBKP;TER3;E190-E2;0;0;;;;;;;;
SBGOSBKP;TER3;E195-E2;0;0;;;;;;;;
SBGOSBKP;TER3;A220-100;0;0;;;;;;;;
SBGOSBKP;TER3;A220-300;0;0;;;;;;;;
SBGOSBKP;TER3;A319Neo;0;0;;;;;;;;
SBGOSBKP;TER3;B737-M7;0;0;;;;;;;;
SBGOSBKP;TER3;ATR-72;0;0;;;;;;;;
SBGOSBKP;TER4;E190-E2;0;0;;;;;;;;
SBGOSBKP;TER4;E195-E2;0;0;;;;;;;;
SBGOSBKP;TER4;A220-100;0;0;;;;;;;;
SBGOSBKP;TER4;A220-300;0;0;;;;;;;;
SBGOSBKP;TER4;A319Neo;0;0;;;;;;;;
SBGOSBKP;TER4;B737-M7;0;0;;;;;;;;
SBGOSBKP;TER4;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUA1;E190-E2;1;45;;;;;;;;
SBGOSBKP;QUA1;E195-E2;1;54;;;;;;;;
SBGOSBKP;QUA1;A220-100;0;0;;;;;;;;
SBGOSBKP;QUA1;A220-300;0;0;;;;;;;;
SBGOSBKP;QUA1;A319Neo;1;6;;;;;;;;
SBGOSBKP;QUA1;B737-M7;1;113;;;;;;;;
SBGOSBKP;QUA1;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUA2;E190-E2;0;0;;;;;;;;
SBGOSBKP;QUA2;E195-E2;0;0;;;;;;;;
SBGOSBKP;QUA2;A220-100;0;0;;;;;;;;
SBGOSBKP;QUA2;A220-300;0;0;;;;;;;;
SBGOSBKP;QUA2;A319Neo;0;0;;;;;;;;
SBGOSBKP;QUA2;B737-M7;0;0;;;;;;;;
SBGOSBKP;QUA2;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUA3;E190-E2;0;0;;;;;;;;
SBGOSBKP;QUA3;E195-E2;0;0;;;;;;;;
SBGOSBKP;QUA3;A220-100;0;0;;;;;;;;
SBGOSBKP;QUA3;A220-300;0;0;;;;;;;;
SBGOSBKP;QUA3;A319Neo;0;0;;;;;;;;
SBGOSBKP;QUA3;B737-M7;0;0;;;;;;;;
SBGOSBKP;QUA3;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUA4;E190-E2;0;0;;;;;;;;
SBGOSBKP;QUA4;E195-E2;0;0;;;;;;;;
SBGOSBKP;QUA4;A220-100;0;0;;;;;;;;
SBGOSBKP;QUA4;A220-300;0;0;;;;;;;;
SBGOSBKP;QUA4;A319Neo;0;0;;;;;;;;
SBGOSBKP;QUA4;B737-M7;0;0;;;;;;;;
SBGOSBKP;QUA4;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUI1;E190-E2;1;111;;;;;;;;
SBGOSBKP;QUI1;E195-E2;1;72;;;;;;;;
SBGOSBKP;QUI1;A220-100;0;0;;;;;;;;
SBGOSBKP;QUI1;A220-300;0;0;;;;;;;;
SBGOSBKP;QUI1;A319Neo;1;43;;;;;;;;
SBGOSBKP;QUI1;B737-M7;1;24;;;;;;;;
SBGOSBKP;QUI1;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUI2;E190-E2;0;0;;;;;;;;
SBGOSBKP;QUI2;E195-E2;0;0;;;;;;;;
SBGOSBKP;QUI2;A220-100;0;0;;;;;;;;
SBGOSBKP;QUI2;A220-300;0;0;;;;;;;;
SBGOSBKP;QUI2;A319Neo;0;0;;;;;;;;
SBGOSBKP;QUI2;B737-M7;0;0;;;;;;;;
SBGOSBKP;QUI2;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUI3;E190-E2;0;0;;;;;;;;
SBGOSBKP;QUI3;E195-E2;0;0;;;;;;;;
SBGOSBKP;QUI3;A220-100;0;0;;;;;;;;
SBGOSBKP;QUI3;A220-300;0;0;;;;;;;;
SBGOSBKP;QUI3;A319Neo;0;0;;;;;;;;
SBGOSBKP;QUI3;B737-M7;0;0;;;;;;;;
SBGOSBKP;QUI3;ATR-72;0;0;;;;;;;;
SBGOSBKP;QUI4;E190-E2;0;0;;;;;;;;
SBGOSBKP;QUI4;E195-E2;0;0;;;;;;;;
SBGOSBKP;QUI4;A220-100;0;0;;;;;;;;
SBGOSBKP;QUI4;A220-300;0;0;;;;;;;;
SBGOSBKP;QUI4;A319Neo;0;0;;;;;;;;
SBGOSBKP;QUI4;B737-M7;0;0;;;;;;;;
SBGOSBKP;QUI4;ATR-72;0;0;;;;;;;;
SBGOSBKP;SEX1;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEX1;E195-E2;1;107;;;;;;;;
SBGOSBKP;SEX1;A220-100;0;0;;;;;;;;
SBGOSBKP;SEX1;A220-300;0;0;;;;;;;;
SBGOSBKP;SEX1;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEX1;B737-M7;1;110;;;;;;;;
SBGOSBKP;SEX1;ATR-72;0;0;;;;;;;;
SBGOSBKP;SEX2;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEX2;E195-E2;0;0;;;;;;;;
SBGOSBKP;SEX2;A220-100;0;0;;;;;;;;
SBGOSBKP;SEX2;A220-300;0;0;;;;;;;;
SBGOSBKP;SEX2;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEX2;B737-M7;0;0;;;;;;;;
SBGOSBKP;SEX2;ATR-72;0;0;;;;;;;;
SBGOSBKP;SEX3;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEX3;E195-E2;0;0;;;;;;;;
SBGOSBKP;SEX3;A220-100;0;0;;;;;;;;
SBGOSBKP;SEX3;A220-300;0;0;;;;;;;;
SBGOSBKP;SEX3;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEX3;B737-M7;0;0;;;;;;;;
SBGOSBKP;SEX3;ATR-72;0;0;;;;;;;;
SBGOSBKP;SEX4;E190-E2;0;0;;;;;;;;
SBGOSBKP;SEX4;E195-E2;0;0;;;;;;;;
SBGOSBKP;SEX4;A220-100;0;0;;;;;;;;
SBGOSBKP;SEX4;A220-300;0;0;;;;;;;;
SBGOSBKP;SEX4;A319Neo;0;0;;;;;;;;
SBGOSBKP;SEX4;B737-M7;0;0;;;;;;;;
SBGOSBKP;SEX4;ATR-72;0;0;;;;;;;;
SBGOSBKP;SAB1;E190-E2;0;0;;;;;;;;
SBGOSBKP;SAB1;E195-E2;1;82;;;;;;;;
SBGOSBKP;SAB1;A220-100;0;0;;;;;;;;
SBGOSBKP;SAB1;A220-300;0;0;;;;;;;;
SBGOSBKP;SAB1;A319Neo;0;0;;;;;;;;
SBGOSBKP;SAB1;B737-M7;1;7;;;;;;;;
SBGOSBKP;SAB1;ATR-72;1;24;;;;;;;;
SBGOSBKP;SAB2;E190-E2;0;0;;;;;;;;
SBGOSBKP;SAB2;E195-E2;0;0;;;;;;;;
SBGOSBKP;SAB2;A220-100;0;0;;;;;;;;
SBGOSBKP;SAB2;A220-300;0;0;;;;;;;;
SBGOSBKP;SAB2;A319Neo;0;0;;;;;;;;
SBGOSBKP;SAB2;B737-M7;0;0;;;;;;;;
SBGOSBKP;SAB2;ATR-72;0;0;;;;;;;;
SBGOSBKP;SAB3;E190-E2;0;0;;;;;;;;
SBGOSBKP;SAB3;E195-E2;0;0;;;;;;;;
SBGOSBKP;SAB3;A220-100;0;0;;;;;;;;
SBGOSBKP;SAB3;A220-300;0;0;;;;;;;;
SBGOSBKP;SAB3;A319Neo;0;0;;;;;;;;
SBGOSBKP;SAB3;B737-M7;0;0;;;;;;;;
SBGOSBKP;SAB3;ATR-72;0;0;;;;;;;;
SBGOSBKP;SAB4;E190-E2;0;0;;;;;;;;
SBGOSBKP;SAB4;E195-E2;0;0;;;;;;;;
SBGOSBKP;SAB4;A220-100;0;0;;;;;;;;
SBGOSBKP;SAB4;A220-300;0;0;;;;;;;;
SBGOSBKP;SAB4;A319Neo;0;0;;;;;;;;
SBGOSBKP;SAB4;B737-M7;0;0;;;;;;;;
SBGOSBKP;SAB4;ATR-72;0;0;;;;;;;;
SBGOSBKP;DOM1;E190-E2;1;127;;;;;;;;
SBGOSBKP;DOM1;E195-E2;1;83;;;;;;;;
SBGOSBKP;DOM1;A220-100;0;0;;;;;;;;
SBGOSBKP;DOM1;A220-300;0;0;;;;;;;;
SBGOSBKP;DOM1;A319Neo;0;0;;;;;;;;
SBGOSBKP;DOM1;B737-M7;1;123;;;;;;;;
SBGOSBKP;DOM1;ATR-72;1;11;;;;;;;;
SBGOSBKP;DOM2;E190-E2;0;0;;;;;;;;
SBGOSBKP;DOM2;E195-E2;0;0;;;;;;;;
SBGOSBKP;DOM2;A220-100;0;0;;;;;;;;
SBGOSBKP;DOM2;A220-300;0;0;;;;;;;;
SBGOSBKP;DOM2;A319Neo;0;0;;;;;;;;
SBGOSBKP;DOM2;B737-M7;0;0;;;;;;;;
SBGOSBKP;DOM2;ATR-72;0;0;;;;;;;;
SBGOSBKP;DOM3;E190-E2;0;0;;;;;;;;
SBGOSBKP;DOM3;E195-E2;0;0;;;;;;;;
SBGOSBKP;DOM3;A220-100;0;0;;;;;;;;
SBGOSBKP;DOM3;A220-300;0;0;;;;;;;;
SBGOSBKP;DOM3;A319Neo;0;0;;;;;;;;
SBGOSBKP;DOM3;B737-M7;0;0;;;;;;;;
SBGOSBKP;DOM3;ATR-72;0;0;;;;;;;;
SBGOSBKP;DOM4;E190-E2;0;0;;;;;;;;
SBGOSBKP;DOM4;E195-E2;0;0;;;;;;;;
SBGOSBKP;DOM4;A220-100;0;0;;;;;;;;
SBGOSBKP;DOM4;A220-300;0;0;;;;;;;;
SBGOSBKP;DOM4;A319Neo;0;0;;;;;;;;
SBGOSBKP;DOM4;B737-M7;0;0;;;;;;;;
SBGOSBKP;DOM4;ATR-72;0;0;;;;;;;;
SBGOSBPA;SEG1;E190-E2;1;14;;;;;;;;
SBGOSBPA;SEG1;E195-E2;1;20;;;;;;;;
SBGOSBPA;SEG1;A220-100;0;0;;;;;;;;
SBGOSBPA;SEG1;A220-300;0;0;;;;;;;;
SBGOSBPA;SEG1;A319Neo;1;30;;;;;;;;
SBGOSBPA;SEG1;B737-M7;1;79;;;;;;;;
SBGOSBPA;SEG1;ATR-72;1;45;;;;;;;;
SBGOSBPA;SEG2;E190-E2;0;0;;;;;;;;
SBGOSBPA;SEG2;E195-E2;0;0;;;;;;;;
SBGOSBPA;SEG2;A220-100;0;0;;;;;;;;
SBGOSBPA;SEG2;A220-300;0;0;;;;;;;;
SBGOSBPA;SEG2;A319Neo;0;0;;;;;;;;
SBGOSBPA;SEG2;B737-M7;0;0;;;;;;;;
SBGOSBPA;SEG2;ATR-72;0;0;;;;;;;;
SBGOSBPA;SEG3;E190-E2;0;0;;;;;;;;
SBGOSBPA;SEG3;E195-E2;0;0;;;;;;;;
SBGOSBPA;SEG3;A220-100;0;0;;;;;;;;
SBGOSBPA;SEG3;A220-300;0;0;;;;;;;;
SBGOSBPA;SEG3;A319Neo;0;0;;;;;;;;
SBGOSBPA;SEG3;B737-M7;0;0;;;;;;;;
SBGOSBPA;SEG3;ATR-72;0;0;;;;;;;;
SBGOSBPA;SEG4;E190-E2;0;0;;;;;;;;
SBGOSBPA;SEG4;E195-E2;0;0;;;;;;;;
SBGOSBPA;SEG4;A220-100;0;0;;;;;;;;
SBGOSBPA;SEG4;A220-300;0;0;;;;;;;;
SBGOSBPA;SEG4;A319Neo;0;0;;;;;;;;
SBGOSBPA;SEG4;B737-M7;0;0;;;;;;;;
SBGOSBPA;SEG4;ATR-72;0;0;;;;;;;;
SBGOSBPA;TER1;E190-E2;1;39;;;;;;;;
SBGOSBPA;TER1;E195-E2;1;25;;;;;;;;
SBGOSBPA;TER1;A220-100;0;0;;;;;;;;
SBGOSBPA;TER1;A220-300;0;0;;;;;;;;
SBGOSBPA;TER1;A319Neo;1;13;;;;;;;;
SBGOSBPA;TER1;B737-M7;1;36;;;;;;;;
SBGOSBPA;TER1;ATR-72;1;5;;;;;;;;
SBGOSBPA;TER2;E190-E2;0;0;;;;;;;;
SBGOSBPA;TER2;E195-E2;0;0;;;;;;;;
SBGOSBPA;TER2;A220-100;0;0;;;;;;;;
SBGOSBPA;TER2;A220-300;0;0;;;;;;;;
SBGOSBPA;TER2;A319Neo;0;0;;;;;;;;
SBGOSBPA;TER2;B737-M7;0;0;;;;;;;;
SBGOSBPA;TER2;ATR-72;0;0;;;;;;;;
SBGOSBPA;TER3;E190-E2;0;0;;;;;;;;
SBGOSBPA;TER3;E195-E2;0;0;;;;;;;;
SBGOSBPA;TER3;A220-100;0;0;;;;;;;;
SBGOSBPA;TER3;A220-300;0;0;;;;;;;;
SBGOSBPA;TER3;A319Neo;0;0;;;;;;;;
SBGOSBPA;TER3;B737-M7;0;0;;;;;;;;
SBGOSBPA;TER3;ATR-72;0;0;;;;;;;;
SBGOSBPA;TER4;E190-E2;0;0;;;;;;;;
SBGOSBPA;TER4;E195-E2;0;0;;;;;;;;
SBGOSBPA;TER4;A220-100;0;0;;;;;;;;
SBGOSBPA;TER4;A220-300;0;0;;;;;;;;
SBGOSBPA;TER4;A319Neo;0;0;;;;;;;;
SBGOSBPA;TER4;B737-M7;0;0;;;;;;;;
SBGOSBPA;TER4;ATR-72;0;0;;;;;;;;
SBGOSBPA;QUA1;E190-E2;1;125;;;;;;;;
SBGOSBPA;QUA1;E195-E2;1;75;;;;;;;;
SBGOSBPA;QUA1;A220-100;0;0;;;;;;;;
SBGOSBPA;QUA1;A220-300;0;0;;;;;;;;
SBGOSBPA;QUA1;A319Neo;1;36;;;;;;;;
SBGOSBPA;QUA1;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUA1;ATR-72;1;51;;;;;;;;
SBGOSBPA;QUA2;E190-E2;0;0;;;;;;;;
SBGOSBPA;QUA2;E195-E2;0;0;;;;;;;;
SBGOSBPA;QUA2;A220-100;0;0;;;;;;;;
SBGOSBPA;QUA2;A220-300;0;0;;;;;;;;
SBGOSBPA;QUA2;A319Neo;0;0;;;;;;;;
SBGOSBPA;QUA2;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUA2;ATR-72;0;0;;;;;;;;
SBGOSBPA;QUA3;E190-E2;0;0;;;;;;;;
SBGOSBPA;QUA3;E195-E2;0;0;;;;;;;;
SBGOSBPA;QUA3;A220-100;0;0;;;;;;;;
SBGOSBPA;QUA3;A220-300;0;0;;;;;;;;
SBGOSBPA;QUA3;A319Neo;0;0;;;;;;;;
SBGOSBPA;QUA3;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUA3;ATR-72;0;0;;;;;;;;
SBGOSBPA;QUA4;E190-E2;0;0;;;;;;;;
SBGOSBPA;QUA4;E195-E2;0;0;;;;;;;;
SBGOSBPA;QUA4;A220-100;0;0;;;;;;;;
SBGOSBPA;QUA4;A220-300;0;0;;;;;;;;
SBGOSBPA;QUA4;A319Neo;0;0;;;;;;;;
SBGOSBPA;QUA4;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUA4;ATR-72;0;0;;;;;;;;
SBGOSBPA;QUI1;E190-E2;0;0;;;;;;;;
SBGOSBPA;QUI1;E195-E2;1;74;;;;;;;;
SBGOSBPA;QUI1;A220-100;0;0;;;;;;;;
SBGOSBPA;QUI1;A220-300;0;0;;;;;;;;
SBGOSBPA;QUI1;A319Neo;1;13;;;;;;;;
SBGOSBPA;QUI1;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUI1;ATR-72;0;0;;;;;;;;
SBGOSBPA;QUI2;E190-E2;0;0;;;;;;;;
SBGOSBPA;QUI2;E195-E2;0;0;;;;;;;;
SBGOSBPA;QUI2;A220-100;0;0;;;;;;;;
SBGOSBPA;QUI2;A220-300;0;0;;;;;;;;
SBGOSBPA;QUI2;A319Neo;0;0;;;;;;;;
SBGOSBPA;QUI2;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUI2;ATR-72;0;0;;;;;;;;
SBGOSBPA;QUI3;E190-E2;0;0;;;;;;;;
SBGOSBPA;QUI3;E195-E2;0;0;;;;;;;;
SBGOSBPA;QUI3;A220-100;0;0;;;;;;;;
SBGOSBPA;QUI3;A220-300;0;0;;;;;;;;
SBGOSBPA;QUI3;A319Neo;0;0;;;;;;;;
SBGOSBPA;QUI3;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUI3;ATR-72;0;0;;;;;;;;
SBGOSBPA;QUI4;E190-E2;0;0;;;;;;;;
SBGOSBPA;QUI4;E195-E2;0;0;;;;;;;;
SBGOSBPA;QUI4;A220-100;0;0;;;;;;;;
SBGOSBPA;QUI4;A220-300;0;0;;;;;;;;
SBGOSBPA;QUI4;A319Neo;0;0;;;;;;;;
SBGOSBPA;QUI4;B737-M7;0;0;;;;;;;;
SBGOSBPA;QUI4;ATR-72;0;0;;;;;;;;
SBGOSBPA;SEX1;E190-E2;0;0;;;;;;;;
SBGOSBPA;SEX1;E195-E2;1;90;;;;;;;;
SBGOSBPA;SEX1;A220-100;1;21;;;;;;;;
SBGOSBPA;SEX1;A220-300;0;0;;;;;;;;
SBGOSBPA;SEX1;A319Neo;0;0;;;;;;;;
SBGOSBPA;SEX1;B737-M7;0;0;;;;;;;;
SBGOSBPA;SEX1;ATR-72;0;0;;;;;;;;
SBGOSBPA;SEX2;E190-E2;0;0;;;;;;;;
SBGOSBPA;SEX2;E195-E2;0;0;;;;;;;;
SBGOSBPA;SEX2;A220-100;0;0;;;;;;;;
SBGOSBPA;SEX2;A220-300;0;0;;;;;;;;
SBGOSBPA;SEX2;A319Neo;0;0;;;;;;;;
SBGOSBPA;SEX2;B737-M7;0;0;;;;;;;;
SBGOSBPA;SEX2;ATR-72;0;0;;;;;;;;
SBGOSBPA;SEX3;E190-E2;0;0;;;;;;;;
SBGOSBPA;SEX3;E195-E2;0;0;;;;;;;;
SBGOSBPA;SEX3;A220-100;0;0;;;;;;;;
SBGOSBPA;SEX3;A220-300;0;0;;;;;;;;
SBGOSBPA;SEX3;A319Neo;0;0;;;;;;;;
SBGOSBPA;SEX3;B737-M7;0;0;;;;;;;;
SBGOSBPA;SEX3;ATR-72;0;0;;;;;;;;
SBGOSBPA;SEX4;E190-E2;0;0;;;;;;;;
SBGOSBPA;SEX4;E195-E2;0;0;;;;;;;;
SBGOSBPA;SEX4;A220-100;0;0;;;;;;;;
