Flight;Turn;Aircraft;Frequency;Passengers (332450);;FREQUÊNCIA DO AVIÃO E190-E2;;VOOS DE IDA E190-E2;;E190-E2;SBCF;50
SBGOSBPA;SEX4;A220-300;0;0;;;;;;;;
SBGOSBPA;SEX4;A319Neo;0;0;;;;;;;;
SBGOSBPA;SEX4;B737-M7;0;0;;;;;;;;
SBGOSBPA;SEX4;ATR-72;0;0;;;;;;;;
SBGOSBPA;SAB1;E190-E2;1;42;;;;;;;;
SBGOSBPA;SAB1;E195-E2;1;126;;;;;;;;
SBGOSBPA;SAB1;A220-100;0;0;;;;;;;;
SBGOSBPA;SAB1;A220-300;0;0;;;;;;;;
SBGOSBPA;SAB1;A319Neo;0;0;;;;;;;;
SBGOSBPA;SAB1;B737-M7;1;19;;;;;;;;
SBGOSBPA;SAB1;ATR-72;1;19;;;;;;;;
SBGOSBPA;SAB2;E190-E2;0;0;;;;;;;;
SBGOSBPA;SAB2;E195-E2;0;0;;;;;;;;
SBGOSBPA;SAB2;A220-100;0;0;;;;;;;;
SBGOSBPA;SAB2;A220-300;0;0;;;;;;;;
SBGOSBPA;SAB2;A319Neo;0;0;;;;;;;;
SBGOSBPA;SAB2;B737-M7;0;0;;;;;;;;
SBGOSBPA;SAB2;ATR-72;0;0;;;;;;;;
SBGOSBPA;SAB3;E190-E2;0;0;;;;;;;;
SBGOSBPA;SAB3;E195-E2;0;0;;;;;;;;
SBGOSBPA;SAB3;A220-100;0;0;;;;;;;;
SBGOSBPA;SAB3;A220-300;0;0;;;;;;;;
SBGOSBPA;SAB3;A319Neo;0;0;;;;;;;;
SBGOSBPA;SAB3;B737-M7;0;0;;;;;;;;
SBGOSBPA;SAB3;ATR-72;0;0;;;;;;;;
SBGOSBPA;SAB4;E190-E2;0;0;;;;;;;;
SBGOSBPA;SAB4;E195-E2;0;0;;;;;;;;
SBGOSBPA;SAB4;A220-100;0;0;;;;;;;;
SBGOSBPA;SAB4;A220-300;0;0;;;;;;;;
SBGOSBPA;SAB4;A319Neo;0;0;;;;;;;;
SBGOSBPA;SAB4;B737-M7;0;0;;;;;;;;
SBGOSBPA;SAB4;ATR-72;0;0;;;;;;;;
SBGOSBPA;DOM1;E190-E2;0;0;;;;;;;;
SBGOSBPA;DOM1;E195-E2;1;12;;;;;;;;
SBGOSBPA;DOM1;A220-100;0;0;;;;;;;;
SBGOSBPA;DOM1;A220-300;0;0;;;;;;;;
SBGOSBPA;DOM1;A319Neo;1;36;;;;;;;;
SBGOSBPA;DOM1;B737-M7;0;0;;;;;;;;
SBGOSBPA;DOM1;ATR-72;1;104;;;;;;;;
SBGOSBPA;DOM2;E190-E2;0;0;;;;;;;;
SBGOSBPA;DOM2;E195-E2;0;0;;;;;;;;
SBGOSBPA;DOM2;A220-100;0;0;;;;;;;;
SBGOSBPA;DOM2;A220-300;0;0;;;;;;;;
SBGOSBPA;DOM2;A319Neo;0;0;;;;;;;;
SBGOSBPA;DOM2;B737-M7;0;0;;;;;;;;
SBGOSBPA;DOM2;ATR-72;0;0;;;;;;;;
SBGOSBPA;DOM3;E190-E2;0;0;;;;;;;;
SBGOSBPA;DOM3;E195-E2;0;0;;;;;;;;
SBGOSBPA;DOM3;A220-100;0;0;;;;;;;;
SBGOSBPA;DOM3;A220-300;0;0;;;;;;;;
SBGOSBPA;DOM3;A319Neo;0;0;;;;;;;;
SBGOSBPA;DOM3;B737-M7;0;0;;;;;;;;
SBGOSBPA;DOM3;ATR-72;0;0;;;;;;;;
SBGOSBPA;DOM4;E190-E2;0;0;;;;;;;;
SBGOSBPA;DOM4;E195-E2;0;0;;;;;;;;
SBGOSBPA;DOM4;A220-100;0;0;;;;;;;;
SBGOSBPA;DOM4;A220-300;0;0;;;;;;;;
SBGOSBPA;DOM4;A319Neo;0;0;;;;;;;;
SBGOSBPA;DOM4;B737-M7;0;0;;;;;;;;
SBGOSBPA;DOM4;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEG1;E190-E2;1;55;;;;;;;;
SBGOSBPJ;SEG1;E195-E2;1;114;;;;;;;;
SBGOSBPJ;SEG1;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEG1;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEG1;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SEG1;B737-M7;1;31;;;;;;;;
SBGOSBPJ;SEG1;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEG2;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SEG2;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SEG2;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEG2;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEG2;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SEG2;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SEG2;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEG3;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SEG3;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SEG3;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEG3;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEG3;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SEG3;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SEG3;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEG4;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SEG4;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SEG4;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEG4;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEG4;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SEG4;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SEG4;ATR-72;0;0;;;;;;;;
SBGOSBPJ;TER1;E190-E2;1;122;;;;;;;;
SBGOSBPJ;TER1;E195-E2;0;0;;;;;;;;
SBGOSBPJ;TER1;A220-100;1;35;;;;;;;;
SBGOSBPJ;TER1;A220-300;0;0;;;;;;;;
SBGOSBPJ;TER1;A319Neo;1;8;;;;;;;;
SBGOSBPJ;TER1;B737-M7;1;103;;;;;;;;
SBGOSBPJ;TER1;ATR-72;0;0;;;;;;;;
SBGOSBPJ;TER2;E190-E2;0;0;;;;;;;;
SBGOSBPJ;TER2;E195-E2;0;0;;;;;;;;
SBGOSBPJ;TER2;A220-100;0;0;;;;;;;;
SBGOSBPJ;TER2;A220-300;0;0;;;;;;;;
SBGOSBPJ;TER2;A319Neo;0;0;;;;;;;;
SBGOSBPJ;TER2;B737-M7;0;0;;;;;;;;
SBGOSBPJ;TER2;ATR-72;0;0;;;;;;;;
SBGOSBPJ;TER3;E190-E2;0;0;;;;;;;;
SBGOSBPJ;TER3;E195-E2;0;0;;;;;;;;
SBGOSBPJ;TER3;A220-100;0;0;;;;;;;;
SBGOSBPJ;TER3;A220-300;0;0;;;;;;;;
SBGOSBPJ;TER3;A319Neo;0;0;;;;;;;;
SBGOSBPJ;TER3;B737-M7;0;0;;;;;;;;
SBGOSBPJ;TER3;ATR-72;0;0;;;;;;;;
SBGOSBPJ;TER4;E190-E2;0;0;;;;;;;;
SBGOSBPJ;TER4;E195-E2;0;0;;;;;;;;
SBGOSBPJ;TER4;A220-100;0;0;;;;;;;;
SBGOSBPJ;TER4;A220-300;0;0;;;;;;;;
SBGOSBPJ;TER4;A319Neo;0;0;;;;;;;;
SBGOSBPJ;TER4;B737-M7;0;0;;;;;;;;
SBGOSBPJ;TER4;ATR-72;0;0;;;;;;;;
SBGOSBPJ;QUA1;E190-E2;1;17;;;;;;;;
SBGOSBPJ;QUA1;E195-E2;0;0;;;;;;;;
SBGOSBPJ;QUA1;A220-100;1;37;;;;;;;;
SBGOSBPJ;QUA1;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUA1;A319Neo;1;10;;;;;;;;
SBGOSBPJ;QUA1;B737-M7;1;98;;;;;;;;
SBGOSBPJ;QUA1;ATR-72;0;0;;;;;;;;
SBGOSBPJ;QUA2;E190-E2;0;0;;;;;;;;
SBGOSBPJ;QUA2;E195-E2;0;0;;;;;;;;
SBGOSBPJ;QUA2;A220-100;0;0;;;;;;;;
SBGOSBPJ;QUA2;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUA2;A319Neo;0;0;;;;;;;;
SBGOSBPJ;QUA2;B737-M7;0;0;;;;;;;;
SBGOSBPJ;QUA2;ATR-72;0;0;;;;;;;;
SBGOSBPJ;QUA3;E190-E2;0;0;;;;;;;;
SBGOSBPJ;QUA3;E195-E2;0;0;;;;;;;;
SBGOSBPJ;QUA3;A220-100;0;0;;;;;;;;
SBGOSBPJ;QUA3;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUA3;A319Neo;0;0;;;;;;;;
SBGOSBPJ;QUA3;B737-M7;0;0;;;;;;;;
SBGOSBPJ;QUA3;ATR-72;0;0;;;;;;;;
SBGOSBPJ;QUA4;E190-E2;0;0;;;;;;;;
SBGOSBPJ;QUA4;E195-E2;0;0;;;;;;;;
SBGOSBPJ;QUA4;A220-100;0;0;;;;;;;;
SBGOSBPJ;QUA4;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUA4;A319Neo;0;0;;;;;;;;
SBGOSBPJ;QUA4;B737-M7;0;0;;;;;;;;
SBGOSBPJ;QUA4;ATR-72;0;0;;;;;;;;
SBGOSBPJ;QUI1;E190-E2;0;0;;;;;;;;
SBGOSBPJ;QUI1;E195-E2;1;69;;;;;;;;
SBGOSBPJ;QUI1;A220-100;0;0;;;;;;;;
SBGOSBPJ;QUI1;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUI1;A319Neo;1;12;;;;;;;;
SBGOSBPJ;QUI1;B737-M7;1;92;;;;;;;;
SBGOSBPJ;QUI1;ATR-72;1;8;;;;;;;;
SBGOSBPJ;QUI2;E190-E2;0;0;;;;;;;;
SBGOSBPJ;QUI2;E195-E2;0;0;;;;;;;;
SBGOSBPJ;QUI2;A220-100;0;0;;;;;;;;
SBGOSBPJ;QUI2;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUI2;A319Neo;0;0;;;;;;;;
SBGOSBPJ;QUI2;B737-M7;0;0;;;;;;;;
SBGOSBPJ;QUI2;ATR-72;0;0;;;;;;;;
SBGOSBPJ;QUI3;E190-E2;0;0;;;;;;;;
SBGOSBPJ;QUI3;E195-E2;0;0;;;;;;;;
SBGOSBPJ;QUI3;A220-100;0;0;;;;;;;;
SBGOSBPJ;QUI3;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUI3;A319Neo;0;0;;;;;;;;
SBGOSBPJ;QUI3;B737-M7;0;0;;;;;;;;
SBGOSBPJ;QUI3;ATR-72;0;0;;;;;;;;
SBGOSBPJ;QUI4;E190-E2;0;0;;;;;;;;
SBGOSBPJ;QUI4;E195-E2;0;0;;;;;;;;
SBGOSBPJ;QUI4;A220-100;0;0;;;;;;;;
SBGOSBPJ;QUI4;A220-300;0;0;;;;;;;;
SBGOSBPJ;QUI4;A319Neo;0;0;;;;;;;;
SBGOSBPJ;QUI4;B737-M7;0;0;;;;;;;;
SBGOSBPJ;QUI4;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEX1;E190-E2;1;39;;;;;;;;
SBGOSBPJ;SEX1;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SEX1;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEX1;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEX1;A319Neo;1;4;;;;;;;;
SBGOSBPJ;SEX1;B737-M7;1;109;;;;;;;;
SBGOSBPJ;SEX1;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEX2;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SEX2;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SEX2;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEX2;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEX2;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SEX2;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SEX2;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEX3;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SEX3;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SEX3;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEX3;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEX3;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SEX3;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SEX3;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SEX4;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SEX4;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SEX4;A220-100;0;0;;;;;;;;
SBGOSBPJ;SEX4;A220-300;0;0;;;;;;;;
SBGOSBPJ;SEX4;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SEX4;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SEX4;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SAB1;E190-E2;1;43;;;;;;;;
SBGOSBPJ;SAB1;E195-E2;1;27;;;;;;;;
SBGOSBPJ;SAB1;A220-100;1;27;;;;;;;;
SBGOSBPJ;SAB1;A220-300;0;0;;;;;;;;
SBGOSBPJ;SAB1;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SAB1;B737-M7;1;38;;;;;;;;
SBGOSBPJ;SAB1;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SAB2;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SAB2;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SAB2;A220-100;0;0;;;;;;;;
SBGOSBPJ;SAB2;A220-300;0;0;;;;;;;;
SBGOSBPJ;SAB2;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SAB2;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SAB2;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SAB3;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SAB3;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SAB3;A220-100;0;0;;;;;;;;
SBGOSBPJ;SAB3;A220-300;0;0;;;;;;;;
SBGOSBPJ;SAB3;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SAB3;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SAB3;ATR-72;0;0;;;;;;;;
SBGOSBPJ;SAB4;E190-E2;0;0;;;;;;;;
SBGOSBPJ;SAB4;E195-E2;0;0;;;;;;;;
SBGOSBPJ;SAB4;A220-100;0;0;;;;;;;;
SBGOSBPJ;SAB4;A220-300;0;0;;;;;;;;
SBGOSBPJ;SAB4;A319Neo;0;0;;;;;;;;
SBGOSBPJ;SAB4;B737-M7;0;0;;;;;;;;
SBGOSBPJ;SAB4;ATR-72;0;0;;;;;;;;
SBGOSBPJ;DOM1;E190-E2;1;37;;;;;;;;
SBGOSBPJ;DOM1;E195-E2;1;6;;;;;;;;
SBGOSBPJ;DOM1;A220-100;1;21;;;;;;;;
SBGOSBPJ;DOM1;A220-300;0;0;;;;;;;;
SBGOSBPJ;DOM1;A319Neo;0;0;;;;;;;;
SBGOSBPJ;DOM1;B737-M7;1;29;;;;;;;;
SBGOSBPJ;DOM1;ATR-72;0;0;;;;;;;;
SBGOSBPJ;DOM2;E190-E2;0;0;;;;;;;;
SBGOSBPJ;DOM2;E195-E2;0;0;;;;;;;;
SBGOSBPJ;DOM2;A220-100;0;0;;;;;;;;
SBGOSBPJ;DOM2;A220-300;0;0;;;;;;;;
SBGOSBPJ;DOM2;A319Neo;0;0;;;;;;;;
SBGOSBPJ;DOM2;B737-M7;0;0;;;;;;;;
SBGOSBPJ;DOM2;ATR-72;0;0;;;;;;;;
SBGOSBPJ;DOM3;E190-E2;0;0;;;;;;;;
SBGOSBPJ;DOM3;E195-E2;0;0;;;;;;;;
SBGOSBPJ;DOM3;A220-100;0;0;;;;;;;;
SBGOSBPJ;DOM3;A220-300;0;0;;;;;;;;
SBGOSBPJ;DOM3;A319Neo;0;0;;;;;;;;
SBGOSBPJ;DOM3;B737-M7;0;0;;;;;;;;
SBGOSBPJ;DOM3;ATR-72;0;0;;;;;;;;
SBGOSBPJ;DOM4;E190-E2;0;0;;;;;;;;
SBGOSBPJ;DOM4;E195-E2;0;0;;;;;;;;
SBGOSBPJ;DOM4;A220-100;0;0;;;;;;;;
SBGOSBPJ;DOM4;A220-300;0;0;;;;;;;;
SBGOSBPJ;DOM4;A319Neo;0;0;;;;;;;;
SBGOSBPJ;DOM4;B737-M7;0;0;;;;;;;;
SBGOSBPJ;DOM4;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SEG1;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEG1;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SEG1;A220-100;1;83;;;;;;;;
SBGOSBRJ;SEG1;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEG1;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SEG1;B737-M7;1;18;;;;;;;;
SBGOSBRJ;SEG1;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SEG2;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEG2;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SEG2;A220-100;0;0;;;;;;;;
SBGOSBRJ;SEG2;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEG2;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SEG2;B737-M7;0;0;;;;;;;;
SBGOSBRJ;SEG2;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SEG3;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEG3;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SEG3;A220-100;1;124;;;;;;;;
SBGOSBRJ;SEG3;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEG3;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SEG3;B737-M7;1;28;;;;;;;;
SBGOSBRJ;SEG3;ATR-72;1;36;;;;;;;;
SBGOSBRJ;SEG4;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEG4;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SEG4;A220-100;0;0;;;;;;;;
SBGOSBRJ;SEG4;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEG4;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SEG4;B737-M7;0;0;;;;;;;;
SBGOSBRJ;SEG4;ATR-72;0;0;;;;;;;;
SBGOSBRJ;TER1;E190-E2;0;0;;;;;;;;
SBGOSBRJ;TER1;E195-E2;1;35;;;;;;;;
SBGOSBRJ;TER1;A220-100;1;40;;;;;;;;
SBGOSBRJ;TER1;A220-300;0;0;;;;;;;;
SBGOSBRJ;TER1;A319Neo;1;57;;;;;;;;
SBGOSBRJ;TER1;B737-M7;1;79;;;;;;;;
SBGOSBRJ;TER1;ATR-72;0;0;;;;;;;;
SBGOSBRJ;TER2;E190-E2;0;0;;;;;;;;
SBGOSBRJ;TER2;E195-E2;0;0;;;;;;;;
SBGOSBRJ;TER2;A220-100;0;0;;;;;;;;
SBGOSBRJ;TER2;A220-300;0;0;;;;;;;;
SBGOSBRJ;TER2;A319Neo;0;0;;;;;;;;
SBGOSBRJ;TER2;B737-M7;0;0;;;;;;;;
SBGOSBRJ;TER2;ATR-72;0;0;;;;;;;;
SBGOSBRJ;TER3;E190-E2;0;0;;;;;;;;
SBGOSBRJ;TER3;E195-E2;1;19;;;;;;;;
SBGOSBRJ;TER3;A220-100;1;79;;;;;;;;
SBGOSBRJ;TER3;A220-300;0;0;;;;;;;;
SBGOSBRJ;TER3;A319Neo;0;0;;;;;;;;
SBGOSBRJ;TER3;B737-M7;1;16;;;;;;;;
SBGOSBRJ;TER3;ATR-72;0;0;;;;;;;;
SBGOSBRJ;TER4;E190-E2;0;0;;;;;;;;
SBGOSBRJ;TER4;E195-E2;0;0;;;;;;;;
SBGOSBRJ;TER4;A220-100;0;0;;;;;;;;
SBGOSBRJ;TER4;A220-300;0;0;;;;;;;;
SBGOSBRJ;TER4;A319Neo;0;0;;;;;;;;
SBGOSBRJ;TER4;B737-M7;0;0;;;;;;;;
SBGOSBRJ;TER4;ATR-72;0;0;;;;;;;;
SBGOSBRJ;QUA1;E190-E2;0;0;;;;;;;;
SBGOSBRJ;QUA1;E195-E2;0;0;;;;;;;;
SBGOSBRJ;QUA1;A220-100;1;63;;;;;;;;
SBGOSBRJ;QUA1;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUA1;A319Neo;1;49;;;;;;;;
SBGOSBRJ;QUA1;B737-M7;1;93;;;;;;;;
SBGOSBRJ;QUA1;ATR-72;0;0;;;;;;;;
SBGOSBRJ;QUA2;E190-E2;0;0;;;;;;;;
SBGOSBRJ;QUA2;E195-E2;0;0;;;;;;;;
SBGOSBRJ;QUA2;A220-100;0;0;;;;;;;;
SBGOSBRJ;QUA2;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUA2;A319Neo;0;0;;;;;;;;
SBGOSBRJ;QUA2;B737-M7;0;0;;;;;;;;
SBGOSBRJ;QUA2;ATR-72;0;0;;;;;;;;
SBGOSBRJ;QUA3;E190-E2;0;0;;;;;;;;
SBGOSBRJ;QUA3;E195-E2;1;56;;;;;;;;
SBGOSBRJ;QUA3;A220-100;1;91;;;;;;;;
SBGOSBRJ;QUA3;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUA3;A319Neo;0;0;;;;;;;;
SBGOSBRJ;QUA3;B737-M7;1;96;;;;;;;;
SBGOSBRJ;QUA3;ATR-72;1;17;;;;;;;;
SBGOSBRJ;QUA4;E190-E2;0;0;;;;;;;;
SBGOSBRJ;QUA4;E195-E2;0;0;;;;;;;;
SBGOSBRJ;QUA4;A220-100;0;0;;;;;;;;
SBGOSBRJ;QUA4;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUA4;A319Neo;0;0;;;;;;;;
SBGOSBRJ;QUA4;B737-M7;0;0;;;;;;;;
SBGOSBRJ;QUA4;ATR-72;0;0;;;;;;;;
SBGOSBRJ;QUI1;E190-E2;1;43;;;;;;;;
SBGOSBRJ;QUI1;E195-E2;1;21;;;;;;;;
SBGOSBRJ;QUI1;A220-100;1;37;;;;;;;;
SBGOSBRJ;QUI1;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUI1;A319Neo;0;0;;;;;;;;
SBGOSBRJ;QUI1;B737-M7;1;128;;;;;;;;
SBGOSBRJ;QUI1;ATR-72;0;0;;;;;;;;
SBGOSBRJ;QUI2;E190-E2;0;0;;;;;;;;
SBGOSBRJ;QUI2;E195-E2;0;0;;;;;;;;
SBGOSBRJ;QUI2;A220-100;0;0;;;;;;;;
SBGOSBRJ;QUI2;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUI2;A319Neo;0;0;;;;;;;;
SBGOSBRJ;QUI2;B737-M7;0;0;;;;;;;;
SBGOSBRJ;QUI2;ATR-72;0;0;;;;;;;;
SBGOSBRJ;QUI3;E190-E2;1;39;;;;;;;;
SBGOSBRJ;QUI3;E195-E2;0;0;;;;;;;;
SBGOSBRJ;QUI3;A220-100;1;68;;;;;;;;
SBGOSBRJ;QUI3;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUI3;A319Neo;0;0;;;;;;;;
SBGOSBRJ;QUI3;B737-M7;1;37;;;;;;;;
SBGOSBRJ;QUI3;ATR-72;1;40;;;;;;;;
SBGOSBRJ;QUI4;E190-E2;0;0;;;;;;;;
SBGOSBRJ;QUI4;E195-E2;0;0;;;;;;;;
SBGOSBRJ;QUI4;A220-100;0;0;;;;;;;;
SBGOSBRJ;QUI4;A220-300;0;0;;;;;;;;
SBGOSBRJ;QUI4;A319Neo;0;0;;;;;;;;
SBGOSBRJ;QUI4;B737-M7;0;0;;;;;;;;
SBGOSBRJ;QUI4;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SEX1;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEX1;E195-E2;1;43;;;;;;;;
SBGOSBRJ;SEX1;A220-100;1;17;;;;;;;;
SBGOSBRJ;SEX1;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEX1;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SEX1;B737-M7;1;83;;;;;;;;
SBGOSBRJ;SEX1;ATR-72;1;17;;;;;;;;
SBGOSBRJ;SEX2;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEX2;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SEX2;A220-100;0;0;;;;;;;;
SBGOSBRJ;SEX2;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEX2;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SEX2;B737-M7;0;0;;;;;;;;
SBGOSBRJ;SEX2;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SEX3;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEX3;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SEX3;A220-100;1;54;;;;;;;;
SBGOSBRJ;SEX3;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEX3;A319Neo;1;31;;;;;;;;
SBGOSBRJ;SEX3;B737-M7;1;11;;;;;;;;
SBGOSBRJ;SEX3;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SEX4;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SEX4;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SEX4;A220-100;0;0;;;;;;;;
SBGOSBRJ;SEX4;A220-300;0;0;;;;;;;;
SBGOSBRJ;SEX4;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SEX4;B737-M7;0;0;;;;;;;;
SBGOSBRJ;SEX4;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SAB1;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SAB1;E195-E2;1;131;;;;;;;;
SBGOSBRJ;SAB1;A220-100;1;20;;;;;;;;
SBGOSBRJ;SAB1;A220-300;0;0;;;;;;;;
SBGOSBRJ;SAB1;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SAB1;B737-M7;1;125;;;;;;;;
SBGOSBRJ;SAB1;ATR-72;1;100;;;;;;;;
SBGOSBRJ;SAB2;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SAB2;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SAB2;A220-100;0;0;;;;;;;;
SBGOSBRJ;SAB2;A220-300;0;0;;;;;;;;
SBGOSBRJ;SAB2;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SAB2;B737-M7;0;0;;;;;;;;
SBGOSBRJ;SAB2;ATR-72;0;0;;;;;;;;
SBGOSBRJ;SAB3;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SAB3;E195-E2;1;4;;;;;;;;
SBGOSBRJ;SAB3;A220-100;1;55;;;;;;;;
SBGOSBRJ;SAB3;A220-300;0;0;;;;;;;;
SBGOSBRJ;SAB3;A319Neo;1;35;;;;;;;;
SBGOSBRJ;SAB3;B737-M7;1;81;;;;;;;;
SBGOSBRJ;SAB3;ATR-72;1;33;;;;;;;;
SBGOSBRJ;SAB4;E190-E2;0;0;;;;;;;;
SBGOSBRJ;SAB4;E195-E2;0;0;;;;;;;;
SBGOSBRJ;SAB4;A220-100;0;0;;;;;;;;
SBGOSBRJ;SAB4;A220-300;0;0;;;;;;;;
SBGOSBRJ;SAB4;A319Neo;0;0;;;;;;;;
SBGOSBRJ;SAB4;B737-M7;0;0;;;;;;;;
SBGOSBRJ;SAB4;ATR-72;0;0;;;;;;;;
SBGOSBRJ;DOM1;E190-E2;1;14;;;;;;;;
SBGOSBRJ;DOM1;E195-E2;0;0;;;;;;;;
SBGOSBRJ;DOM1;A220-100;1;117;;;;;;;;
SBGOSBRJ;DOM1;A220-300;0;0;;;;;;;;
SBGOSBRJ;DOM1;A319Neo;1;20;;;;;;;;
