Flight;Turn;Aircraft;Frequency;Passengers (6.92724e+06)
SBCFSBGO;QUA1;E190-E2;1;23
SBGRSBGO;QUA1;E190-E2;1;97
SBRJSBGO;QUA1;E190-E2;1;85
SBSPSBGO;QUA1;E190-E2;1;106
SBGOSBGR;QUA2;E190-E2;1;106
SBGOSBSP;QUA2;E190-E2;1;102
SBGRSBGO;QUA2;E190-E2;1;106
SBSPSBGO;QUA2;E190-E2;1;106
SBGOSBCF;QUA3;E190-E2;1;29
SBGOSBGR;QUA3;E190-E2;1;105
SBGOSBRJ;QUA3;E190-E2;1;87
SBGOSBSP;QUA3;E190-E2;1;106
SBCFSBGO;QUA3;E190-E2;1;66
SBCTSBGO;QUA3;E190-E2;1;79
SBCYSBGO;QUA3;E190-E2;1;78
SBGLSBGO;QUA3;E190-E2;1;103
SBGRSBGO;QUA3;E190-E2;1;106
SBKPSBGO;QUA3;E190-E2;1;105
SBPASBGO;QUA3;E190-E2;1;98
SBPJSBGO;QUA3;E190-E2;1;83
SBRJSBGO;QUA3;E190-E2;1;79
SBSPSBGO;QUA3;E190-E2;1;106
SBGOSBCF;QUI1;E190-E2;1;64
SBGOSBCT;QUI1;E190-E2;1;80
SBGOSBCY;QUI1;E190-E2;1;85
SBGOSBGL;QUI1;E190-E2;1;103
SBGOSBGR;QUI1;E190-E2;1;23
SBGOSBGR;QUI1;E190-E2;1;106
SBGOSBKP;QUI1;E190-E2;1;105
SBGOSBPA;QUI1;E190-E2;1;98
SBGOSBPJ;QUI1;E190-E2;1;81
SBGOSBSP;QUI1;E190-E2;1;21
SBGOSBSP;QUI1;E190-E2;1;101
SBCFSBGO;QUI1;E190-E2;1;66
SBGRSBGO;QUI1;E190-E2;1;106
SBRJSBGO;QUI1;E190-E2;1;77
SBSPSBGO;QUI1;E190-E2;1;106
SBGOSBGR;QUI2;E190-E2;1;106
SBGOSBSP;QUI2;E190-E2;1;26
SBGOSBSP;QUI2;E190-E2;1;98
SBGRSBGO;QUI2;E190-E2;1;99
SBSPSBGO;QUI2;E190-E2;1;106
SBGOSBGR;QUI3;E190-E2;1;84
SBGOSBRJ;QUI3;E190-E2;1;85
SBGOSBSP;QUI3;E190-E2;1;106
SBCFSBGO;QUI3;E190-E2;1;64
SBCTSBGO;QUI3;E190-E2;1;77
SBCYSBGO;QUI3;E190-E2;1;86
SBGLSBGO;QUI3;E190-E2;1;103
SBGRSBGO;QUI3;E190-E2;1;28
SBGRSBGO;QUI3;E190-E2;1;106
SBKPSBGO;QUI3;E190-E2;1;105
SBPASBGO;QUI3;E190-E2;1;98
SBPJSBGO;QUI3;E190-E2;1;84
SBRJSBGO;QUI3;E190-E2;1;83
SBSPSBGO;QUI3;E190-E2;1;16
SBSPSBGO;QUI3;E190-E2;1;106
SBGOSBCF;SEX1;E190-E2;1;64
SBGOSBCT;SEX1;E190-E2;1;77
SBGOSBGL;SEX1;E190-E2;1;101
SBGOSBGR;SEX1;E190-E2;1;106
SBGOSBKP;SEX1;E190-E2;1;105
SBGOSBPA;SEX1;E190-E2;1;89
SBGOSBPJ;SEX1;E190-E2;1;84
SBGOSBRJ;SEX1;E190-E2;1;83
SBGOSBSP;SEX1;E190-E2;1;104
SBCFSBGO;SEX1;E190-E2;1;61
SBGRSBGO;SEX1;E190-E2;1;106
SBRJSBGO;SEX1;E190-E2;1;84
SBSPSBGO;SEX1;E190-E2;1;106
SBGOSBGR;SEX2;E190-E2;1;103
SBGOSBSP;SEX2;E190-E2;1;102
SBGRSBGO;SEX2;E190-E2;1;19
SBGRSBGO;SEX2;E190-E2;1;106
SBSPSBGO;SEX2;E190-E2;1;102
SBSPSBGO;SEX2;E190-E2;1;20
SBGOSBCF;SEX3;E190-E2;1;53
SBGOSBGR;SEX3;E190-E2;1;106
SBGOSBRJ;SEX3;E190-E2;1;84
SBGOSBSP;SEX3;E190-E2;1;106
SBCFSBGO;SEX3;E190-E2;1;58
SBCTSBGO;SEX3;E190-E2;1;72
SBCYSBGO;SEX3;E190-E2;1;86
SBGLSBGO;SEX3;E190-E2;1;103
SBGRSBGO;SEX3;E190-E2;1;36
SBGRSBGO;SEX3;E190-E2;1;98
SBKPSBGO;SEX3;E190-E2;1;105
SBPASBGO;SEX3;E190-E2;1;98
SBPJSBGO;SEX3;E190-E2;1;84
SBRJSBGO;SEX3;E190-E2;1;85
SBSPSBGO;SEX3;E190-E2;1;32
SBSPSBGO;SEX3;E190-E2;1;91
SBSPSBGO;SEX3;E190-E2;1;97
SBGOSBCF;SAB1;E190-E2;1;60
SBGOSBCT;SAB1;E190-E2;1;81
SBGOSBCY;SAB1;E190-E2;1;86
SBGOSBGR;SAB1;E190-E2;1;106
SBGOSBKP;SAB1;E190-E2;1;105
SBGOSBPJ;SAB1;E190-E2;1;83
SBGOSBRJ;SAB1;E190-E2;1;86
SBGOSBSP;SAB1;E190-E2;1;106
SBCFSBGO;SAB1;E190-E2;1;65
SBGRSBGO;SAB1;E190-E2;1;106
SBRJSBGO;SAB1;E190-E2;1;81
SBSPSBGO;SAB1;E190-E2;1;102
SBSPSBGO;SAB1;E190-E2;1;14
SBGOSBGR;SAB2;E190-E2;1;106
SBGOSBSP;SAB2;E190-E2;1;106
SBGRSBGO;SAB2;E190-E2;1;106
SBGRSBGO;SAB2;E190-E2;1;28
SBSPSBGO;SAB2;E190-E2;1;20
SBSPSBGO;SAB2;E190-E2;1;104
SBGOSBCF;SAB3;E190-E2;1;63
SBGOSBGR;SAB3;E190-E2;1;106
SBGOSBSP;SAB3;E190-E2;1;106
SBCFSBGO;SAB3;E190-E2;1;52
SBCFSBGO;SAB3;E190-E2;1;11
SBCTSBGO;SAB3;E190-E2;1;43
SBCTSBGO;SAB3;E190-E2;1;37
SBCYSBGO;SAB3;E190-E2;1;78
SBGLSBGO;SAB3;E190-E2;1;103
SBGRSBGO;SAB3;E190-E2;1;101
SBGRSBGO;SAB3;E190-E2;1;33
SBKPSBGO;SAB3;E190-E2;1;105
SBPASBGO;SAB3;E190-E2;1;98
SBPJSBGO;SAB3;E190-E2;1;82
SBRJSBGO;SAB3;E190-E2;1;84
SBSPSBGO;SAB3;E190-E2;1;106
SBGOSBCF;DOM1;E190-E2;1;73
SBGOSBCT;DOM1;E190-E2;1;84
SBGOSBCY;DOM1;E190-E2;1;79
SBGOSBGL;DOM1;E190-E2;1;106
SBGOSBGR;DOM1;E190-E2;1;106
SBGOSBKP;DOM1;E190-E2;1;106
SBGOSBPA;DOM1;E190-E2;1;100
SBGOSBPJ;DOM1;E190-E2;1;79
SBGOSBRJ;DOM1;E190-E2;1;88
SBGOSBSP;DOM1;E190-E2;1;106
SBCFSBGO;DOM1;E190-E2;1;57
SBGRSBGO;DOM1;E190-E2;1;106
SBGRSBGO;DOM1;E190-E2;1;25
SBRJSBGO;DOM1;E190-E2;1;87
SBSPSBGO;DOM1;E190-E2;1;59
SBSPSBGO;DOM1;E190-E2;1;65
SBGOSBGR;DOM2;E190-E2;1;106
SBGOSBGR;DOM2;E190-E2;1;26
SBGOSBSP;DOM2;E190-E2;1;106
SBGRSBGO;DOM2;E190-E2;1;28
SBGRSBGO;DOM2;E190-E2;1;106
SBSPSBGO;DOM2;E190-E2;1;18
SBSPSBGO;DOM2;E190-E2;1;106
SBGOSBCF;DOM3;E190-E2;1;66
SBGOSBGR;DOM3;E190-E2;1;106
SBGOSBGR;DOM3;E190-E2;1;21
SBGOSBRJ;DOM3;E190-E2;1;87
SBGOSBSP;DOM3;E190-E2;1;18
SBGOSBSP;DOM3;E190-E2;1;106
SBGOSBSP;DOM3;E190-E2;1;98
SBCFSBGO;DOM3;E190-E2;1;74
SBCTSBGO;DOM3;E190-E2;1;13
SBCTSBGO;DOM3;E190-E2;1;70
SBCYSBGO;DOM3;E190-E2;1;82
SBGLSBGO;DOM3;E190-E2;1;106
SBGRSBGO;DOM3;E190-E2;1;27
SBGRSBGO;DOM3;E190-E2;1;106
SBKPSBGO;DOM3;E190-E2;1;106
SBPASBGO;DOM3;E190-E2;1;103
SBPJSBGO;DOM3;E190-E2;1;84
SBRJSBGO;DOM3;E190-E2;1;84
SBSPSBGO;DOM3;E190-E2;1;106
